InputSize,ProgramSize,BSS,RoData,Text,InputType,STSclass
2456,29783,673,2865,28727,Sorted,Medium burst
4890,556,394,4724,7644,Reverse Sorted,Very short burst
406,45801,271,4634,46314,Reverse Sorted,Very long burst
8079,33411,540,1837,43596,Sorted,Very long burst
3765,40486,863,2040,31239,Constant,Long burst
7157,9059,380,4367,21244,Reverse Sorted,Short burst
761,26558,692,2510,18528,Reverse Sorted,Short burst
4744,23245,900,2681,41428,Random,Long burst
8603,1115,913,2318,1017,Reverse Sorted,Very short burst
3020,8562,206,2226,47388,Sorted,Long burst
9374,28714,957,926,6999,Random,Short burst
9046,44788,594,3542,19040,Sorted,Long burst
6336,39245,824,4308,13397,Sorted,Medium burst
6178,44687,606,1004,46386,Reverse Sorted,Very long burst
452,43048,293,4169,35055,Constant,Long burst
9194,11181,311,4338,17651,Reverse Sorted,Short burst
7105,7484,141,927,34202,Constant,Medium burst
258,28079,129,4535,36265,Random,Long burst
1056,25774,737,2594,40208,Sorted,Long burst
2171,38239,145,2226,39805,Sorted,Long burst
8695,27899,637,2650,41574,Reverse Sorted,Long burst
9679,31981,582,3157,35381,Constant,Long burst
3553,1444,538,3578,42678,Sorted,Medium burst
6775,28957,43,2458,45938,Sorted,Long burst
1055,9614,541,4910,24548,Constant,Short burst
6395,40346,217,2023,49524,Sorted,Very long burst
1812,18630,979,3998,48515,Sorted,Long burst
4803,12812,683,1288,45632,Sorted,Long burst
6663,33096,308,2384,23847,Constant,Medium burst
9565,39051,531,817,26316,Constant,Long burst
5731,10251,103,2466,6695,Random,Very short burst
9733,7407,423,3595,14637,Sorted,Short burst
1494,28614,380,2359,14878,Sorted,Short burst
9561,25509,418,4933,38280,Random,Long burst
4832,19810,392,4256,41728,Constant,Long burst
3814,36225,450,4286,46937,Constant,Very long burst
629,19496,887,794,5886,Reverse Sorted,Very short burst
3058,6547,456,2632,4771,Constant,Very short burst
8004,39517,628,4224,31647,Reverse Sorted,Long burst
3691,29267,626,1567,39672,Random,Long burst
6995,16847,80,2606,47686,Constant,Long burst
9231,37027,952,4211,48193,Random,Very long burst
625,24602,93,4033,16094,Reverse Sorted,Short burst
6577,4763,218,1444,20896,Sorted,Short burst
101,43549,268,336,26674,Sorted,Medium burst
474,2402,248,3297,45765,Random,Medium burst
4748,31323,311,4268,47346,Sorted,Long burst
2465,31040,241,2652,28559,Random,Medium burst
1625,35835,941,53,25487,Reverse Sorted,Medium burst
1746,10690,291,461,12575,Sorted,Short burst
113,41343,403,4395,19228,Reverse Sorted,Medium burst
4699,28190,427,3777,4924,Constant,Short burst
2378,3494,215,1967,49469,Sorted,Medium burst
3255,38497,273,1406,30097,Sorted,Long burst
8421,2510,320,207,46938,Sorted,Long burst
3914,7877,868,1650,31509,Random,Medium burst
3316,13536,915,2934,22265,Constant,Short burst
8319,26967,706,3539,17918,Constant,Medium burst
2213,548,635,2432,41345,Constant,Medium burst
9544,37478,88,202,6730,Reverse Sorted,Medium burst
4456,48106,878,1679,9476,Constant,Medium burst
5643,16538,351,2846,41755,Random,Long burst
4655,33076,822,2931,11861,Random,Medium burst
7162,8378,571,3852,26705,Reverse Sorted,Medium burst
3474,28109,841,2855,42463,Reverse Sorted,Long burst
6530,49722,104,4130,5141,Constant,Medium burst
3566,48615,779,3520,41704,Constant,Very long burst
3181,24570,950,1105,30839,Random,Medium burst
729,41147,360,2629,23245,Random,Medium burst
369,22496,71,4198,19767,Constant,Short burst
5824,18661,151,2815,19831,Random,Medium burst
5997,46522,851,1378,38572,Reverse Sorted,Very long burst
3532,40648,743,4094,48083,Random,Very long burst
9572,2728,877,2442,20653,Constant,Short burst
6376,26865,120,3203,9568,Reverse Sorted,Short burst
5995,25688,625,50,43145,Random,Long burst
7215,43082,536,216,28855,Reverse Sorted,Long burst
6756,9388,791,3304,40830,Constant,Medium burst
675,23630,680,1935,15379,Random,Short burst
7129,39659,166,4418,3847,Constant,Medium burst
6199,42697,548,949,25042,Sorted,Long burst
9599,19290,606,2298,24830,Constant,Medium burst
3292,25324,18,3313,25467,Sorted,Medium burst
3278,33905,285,3462,34500,Reverse Sorted,Long burst
6152,24974,236,3627,41081,Reverse Sorted,Long burst
2834,17833,195,2237,24620,Sorted,Medium burst
6216,43364,600,1269,46577,Reverse Sorted,Very long burst
3668,36855,225,3182,35926,Reverse Sorted,Long burst
9947,34379,442,409,25195,Constant,Long burst
9871,8867,578,2089,45254,Sorted,Long burst
2303,1222,665,3987,29222,Random,Short burst
1490,31645,365,3204,5619,Reverse Sorted,Short burst
1842,38134,852,383,11503,Reverse Sorted,Medium burst
2025,10639,401,780,33287,Random,Medium burst
719,2628,588,1547,21428,Constant,Short burst
1374,42386,284,1467,2210,Constant,Short burst
1056,21117,503,3813,12606,Constant,Short burst
2039,28580,626,1793,36938,Random,Long burst
4053,35785,460,4166,24857,Constant,Medium burst
1068,18033,429,2023,19132,Reverse Sorted,Short burst
9608,33124,994,928,16558,Constant,Medium burst
9335,47496,709,4322,1918,Reverse Sorted,Medium burst
381,47447,173,2934,26695,Random,Long burst
6362,28456,788,3057,9897,Constant,Short burst
1158,42943,572,2645,23438,Constant,Medium burst
4393,33577,647,2347,22313,Reverse Sorted,Medium burst
5278,4452,601,710,45390,Random,Medium burst
7080,47139,192,3194,3861,Constant,Medium burst
9300,42960,319,3212,35575,Random,Very long burst
1329,23296,26,4271,26975,Reverse Sorted,Medium burst
9327,32246,455,4035,3649,Reverse Sorted,Short burst
4685,21749,179,1319,5423,Constant,Short burst
8567,515,289,4756,43580,Random,Medium burst
2840,26457,922,1344,36210,Reverse Sorted,Long burst
2389,16505,825,1059,8639,Random,Short burst
1339,21792,349,2141,3595,Sorted,Very short burst
5470,32376,735,1807,22521,Sorted,Medium burst
225,47546,719,2014,46974,Constant,Very long burst
7573,15317,528,4693,46132,Random,Long burst
9500,25970,919,1241,5075,Random,Short burst
5442,10259,20,1103,33241,Reverse Sorted,Medium burst
7451,48932,533,2891,10641,Random,Medium burst
6738,6912,631,2454,21326,Random,Short burst
6670,21004,142,3612,35539,Reverse Sorted,Long burst
3349,43464,910,3754,37460,Constant,Long burst
9210,9007,649,1872,26094,Reverse Sorted,Medium burst
7695,21550,157,1321,19735,Sorted,Medium burst
6394,5320,575,1769,43095,Random,Medium burst
6627,8335,832,302,20156,Random,Short burst
5857,28131,963,2818,34679,Constant,Long burst
2069,35117,88,1609,10007,Sorted,Short burst
991,14087,355,786,43922,Random,Medium burst
4570,35221,618,1978,14377,Reverse Sorted,Medium burst
7275,45999,258,2240,2800,Random,Medium burst
9656,7340,648,1052,18192,Constant,Short burst
8420,38334,551,3035,38901,Reverse Sorted,Long burst
9306,31940,33,1972,42529,Random,Long burst
6912,35683,480,3802,1969,Constant,Short burst
7619,31136,210,4187,37847,Sorted,Long burst
4712,2889,140,3752,16601,Reverse Sorted,Short burst
1298,1263,365,3884,37087,Sorted,Medium burst
5338,24425,953,4488,38473,Reverse Sorted,Long burst
6189,27049,848,4477,40379,Constant,Long burst
6357,39523,159,3577,31655,Sorted,Long burst
7805,40441,535,390,16259,Random,Medium burst
3819,23957,313,2438,1387,Constant,Short burst
402,21923,550,3537,47753,Sorted,Long burst
1086,11018,59,1750,41835,Random,Medium burst
4540,43520,473,1283,46814,Constant,Very long burst
5009,32860,249,2620,3489,Constant,Short burst
3172,45715,491,2348,42475,Reverse Sorted,Very long burst
3224,48357,915,187,3890,Reverse Sorted,Medium burst
9619,28673,464,2848,46100,Sorted,Very long burst
8225,9895,994,2980,35210,Random,Medium burst
3391,45335,292,3970,1722,Constant,Short burst
4133,19707,344,4232,9947,Constant,Short burst
5205,38555,361,1883,36018,Sorted,Long burst
803,46729,677,2189,36354,Reverse Sorted,Long burst
8233,27139,658,257,42345,Constant,Long burst
674,46670,336,2283,23510,Constant,Medium burst
5804,29424,345,1900,40541,Reverse Sorted,Long burst
7948,7933,675,1737,12207,Random,Short burst
5308,30604,90,2253,16073,Random,Medium burst
7024,44552,96,2258,13647,Reverse Sorted,Medium burst
3928,38094,785,900,9190,Constant,Medium burst
3330,4164,267,2253,37855,Reverse Sorted,Medium burst
588,11028,1000,3740,38846,Random,Medium burst
7214,28690,194,3405,9142,Sorted,Short burst
9639,997,701,2659,27543,Sorted,Medium burst
3273,8141,707,273,46260,Random,Medium burst
1767,5143,132,3824,36806,Random,Medium burst
9929,5556,898,1461,43032,Random,Long burst
4214,33399,105,4442,27876,Reverse Sorted,Medium burst
3653,5943,614,372,15413,Sorted,Short burst
7861,17741,524,1561,1768,Random,Short burst
1100,46711,913,2136,28255,Constant,Long burst
9142,9212,452,4650,42946,Sorted,Long burst
1488,8721,523,2337,45066,Reverse Sorted,Medium burst
5550,31846,1000,736,6557,Constant,Short burst
3812,16160,967,2067,44319,Reverse Sorted,Long burst
1467,39415,380,1518,28620,Random,Long burst
8289,12088,314,3973,19691,Random,Short burst
9113,37872,366,4885,35157,Random,Long burst
554,42720,157,1046,40507,Constant,Long burst
9916,18442,294,2584,11773,Random,Short burst
2872,49667,666,2862,11263,Sorted,Medium burst
3826,36873,851,672,14386,Random,Medium burst
7332,46552,882,3874,23381,Sorted,Long burst
4906,2107,927,2833,43629,Constant,Medium burst
2290,44977,271,4443,16258,Reverse Sorted,Medium burst
9208,2516,583,1125,26993,Reverse Sorted,Medium burst
2975,4074,500,353,49585,Sorted,Medium burst
5692,46809,747,713,40021,Constant,Very long burst
1540,7774,40,2996,40001,Sorted,Medium burst
9027,43203,711,4044,13324,Random,Medium burst
6159,16248,896,2042,28445,Random,Medium burst
7110,20675,277,3545,27162,Random,Medium burst
7217,39674,21,2744,5667,Reverse Sorted,Medium burst
9253,12326,200,4354,33383,Sorted,Medium burst
3089,17972,409,3248,21786,Constant,Short burst
9318,34629,546,568,11418,Sorted,Medium burst
6328,4973,927,4483,32259,Sorted,Medium burst
6571,23990,100,1919,49879,Sorted,Long burst
2963,40587,609,3860,32651,Random,Long burst
1277,41935,853,962,15055,Random,Medium burst
4860,9981,510,3984,10123,Sorted,Short burst
111,9020,795,4952,40756,Random,Medium burst
5352,26915,310,3238,14755,Reverse Sorted,Medium burst
4499,18070,120,1365,10734,Random,Short burst
8334,20298,89,3278,49704,Reverse Sorted,Long burst
9235,4036,845,621,35760,Reverse Sorted,Medium burst
5545,2273,661,3305,45666,Sorted,Medium burst
6670,30394,442,2521,37827,Sorted,Long burst
9296,43523,426,147,24587,Random,Long burst
8312,35826,223,4083,40661,Constant,Long burst
506,5579,456,1689,12741,Sorted,Very short burst
9306,26338,27,4892,20528,Reverse Sorted,Medium burst
4531,22304,63,4077,49157,Reverse Sorted,Long burst
5343,47609,889,310,24266,Random,Long burst
6642,20175,618,985,24854,Reverse Sorted,Medium burst
7036,26094,804,1847,16706,Sorted,Medium burst
9006,43249,755,381,43494,Random,Very long burst
4246,36792,988,4260,16876,Random,Medium burst
240,9498,249,317,46802,Constant,Medium burst
4982,14197,855,2109,20058,Random,Short burst
6112,46874,930,122,5548,Constant,Medium burst
1063,13929,427,2971,30502,Sorted,Medium burst
7251,49307,865,2503,15263,Reverse Sorted,Long burst
8664,7640,495,3938,2552,Sorted,Very short burst
3710,42053,453,227,7014,Random,Medium burst
9984,15401,575,2049,14106,Constant,Short burst
6994,23779,608,821,18776,Reverse Sorted,Medium burst
7411,29025,782,995,16396,Random,Medium burst
205,20991,757,4545,27455,Sorted,Medium burst
5639,3780,132,319,42340,Random,Medium burst
9973,35480,429,1905,1648,Constant,Short burst
6887,48481,575,1705,46301,Sorted,Very long burst
2237,30489,225,3802,29197,Random,Medium burst
4545,8578,429,2583,38428,Constant,Medium burst
3630,26618,718,4204,12609,Random,Short burst
1386,24485,560,2739,34588,Constant,Medium burst
7152,49204,975,4411,27592,Random,Long burst
3754,17497,886,2172,16920,Sorted,Short burst
7202,14774,237,3211,22829,Sorted,Medium burst
2459,1368,246,554,8695,Sorted,Very short burst
8205,26898,653,2454,38644,Sorted,Long burst
8736,16542,339,2251,20179,Sorted,Medium burst
6541,32320,842,3339,37984,Reverse Sorted,Long burst
5147,48675,478,4631,3134,Random,Medium burst
8327,21746,689,1203,3177,Sorted,Short burst
5303,21061,496,4211,19683,Reverse Sorted,Medium burst
9767,16754,558,2477,32506,Reverse Sorted,Medium burst
1898,35012,588,1386,18767,Random,Medium burst
9700,35524,632,456,12693,Constant,Medium burst
5391,24496,424,3528,5142,Random,Short burst
5595,29118,228,4094,45622,Random,Long burst
10000,12359,730,326,24028,Constant,Medium burst
6384,24080,390,3530,27409,Constant,Medium burst
7385,5923,96,2411,3472,Sorted,Very short burst
1400,38357,470,2646,16300,Constant,Medium burst
6969,7108,824,2018,31549,Constant,Medium burst
9535,42985,420,510,14018,Random,Medium burst
3197,5376,700,2496,13398,Random,Short burst
4716,21538,925,3789,26826,Random,Medium burst
109,28506,534,1632,4110,Constant,Short burst
5852,36275,456,3567,42094,Reverse Sorted,Long burst
9952,31310,309,4852,14606,Sorted,Medium burst
6395,14825,417,4248,9801,Random,Short burst
4915,36392,646,2425,44994,Reverse Sorted,Very long burst
1172,2253,384,2789,23955,Sorted,Short burst
3325,30031,242,1021,32811,Random,Long burst
1416,18496,772,1375,4774,Reverse Sorted,Very short burst
5799,3775,908,202,27822,Sorted,Short burst
6907,9247,647,3658,1258,Random,Very short burst
6774,45711,756,4010,7868,Random,Medium burst
3783,1324,659,3156,7817,Reverse Sorted,Very short burst
7327,14380,970,3136,39512,Constant,Long burst
3373,44309,58,779,31856,Constant,Long burst
7100,1581,901,4017,13092,Random,Short burst
245,12017,195,4219,32100,Reverse Sorted,Medium burst
5110,22183,214,4052,17621,Constant,Medium burst
3140,17376,87,2382,37123,Constant,Medium burst
9754,38032,490,1623,8904,Constant,Medium burst
9876,8766,395,3318,23985,Reverse Sorted,Medium burst
582,11683,203,4425,2158,Reverse Sorted,Very short burst
3279,21566,112,4932,34362,Sorted,Medium burst
1349,49980,626,735,19134,Constant,Medium burst
730,13377,385,3938,17786,Reverse Sorted,Short burst
8953,10482,296,1629,26397,Sorted,Medium burst
2952,9468,845,1018,11427,Random,Short burst
1087,27098,491,3787,11494,Sorted,Short burst
7722,15139,732,2083,8490,Constant,Short burst
7427,5174,259,817,27273,Reverse Sorted,Medium burst
9838,4816,814,695,29504,Constant,Medium burst
8941,48582,210,4171,15760,Constant,Long burst
9260,10195,545,1129,39302,Random,Medium burst
1200,49082,470,686,6286,Reverse Sorted,Medium burst
6752,31594,309,4375,2613,Reverse Sorted,Short burst
8732,22687,487,2150,46540,Random,Long burst
7521,41647,92,150,23963,Reverse Sorted,Long burst
5116,1714,818,3967,33430,Sorted,Medium burst
869,24440,467,4949,39419,Constant,Long burst
1443,44906,700,918,4552,Random,Short burst
4458,26185,307,4147,45638,Random,Long burst
9869,43981,373,71,24622,Constant,Long burst
6880,16477,727,2675,49829,Random,Long burst
6702,45339,49,1953,5996,Reverse Sorted,Medium burst
2449,36404,825,2626,35232,Reverse Sorted,Long burst
5799,26038,634,4159,40050,Constant,Long burst
1341,39886,349,4664,40013,Random,Long burst
1225,38533,525,3343,40379,Sorted,Long burst
9482,8465,117,1985,32002,Constant,Medium burst
6864,10097,325,665,36868,Reverse Sorted,Medium burst
5201,41976,123,2500,5113,Reverse Sorted,Medium burst
7943,28240,176,3634,27532,Reverse Sorted,Medium burst
172,7069,270,336,37861,Sorted,Medium burst
5572,38481,627,3368,9124,Reverse Sorted,Medium burst
5289,12381,233,1973,22235,Constant,Short burst
2572,37496,271,4971,26262,Constant,Medium burst
807,32677,260,2823,43996,Constant,Long burst
1904,37677,535,2140,4579,Reverse Sorted,Short burst
6804,1090,719,2851,26619,Sorted,Short burst
3813,26619,135,1042,22829,Sorted,Medium burst
5151,28415,215,1634,10571,Reverse Sorted,Short burst
2575,3208,149,1953,21912,Random,Short burst
3710,39249,71,925,41334,Random,Long burst
4355,45489,292,4879,43001,Constant,Very long burst
7497,22606,63,1935,35341,Sorted,Long burst
1835,17631,355,193,13663,Reverse Sorted,Short burst
9877,47053,533,2306,23104,Sorted,Long burst
8358,7053,145,1172,43323,Sorted,Long burst
8079,18381,339,749,49277,Random,Long burst
2528,1879,153,4259,42970,Sorted,Medium burst
7526,25755,445,320,46771,Sorted,Long burst
8633,40628,291,112,18640,Reverse Sorted,Medium burst
5349,4270,145,1057,18511,Reverse Sorted,Short burst
5391,20226,498,2893,33699,Sorted,Medium burst
2917,47717,822,2322,45654,Sorted,Very long burst
9524,9588,742,2032,29892,Reverse Sorted,Medium burst
3974,34814,861,2478,2049,Random,Short burst
9786,39476,730,3774,38951,Reverse Sorted,Very long burst
4311,16850,924,4463,3301,Reverse Sorted,Short burst
761,42143,410,2805,30497,Reverse Sorted,Long burst
3474,34563,880,3784,46065,Reverse Sorted,Long burst
9308,16361,901,1342,45120,Reverse Sorted,Long burst
307,14473,458,4559,32149,Random,Medium burst
2765,18269,644,4370,43130,Constant,Long burst
2593,47749,637,1227,36966,Reverse Sorted,Long burst
6913,17826,678,4766,44705,Reverse Sorted,Long burst
732,36548,279,2670,47698,Random,Long burst
3183,46865,26,2586,43501,Constant,Very long burst
3819,3286,278,2018,25889,Sorted,Short burst
7223,35501,870,1245,3695,Random,Short burst
1779,2120,491,2881,7645,Reverse Sorted,Very short burst
336,36803,228,557,26105,Sorted,Medium burst
7546,20089,328,454,9149,Random,Short burst
4543,3382,247,1344,16032,Sorted,Short burst
6870,49822,554,3675,23243,Random,Long burst
9832,25024,294,2869,46915,Random,Long burst
6199,10245,46,4809,44426,Sorted,Long burst
8655,37165,112,3687,11433,Constant,Medium burst
2468,16361,732,1923,25887,Sorted,Medium burst
385,26671,439,1456,18379,Sorted,Short burst
